Which_Iphone,Extracted_Model,Price,Memory(GB),battery_percentage,State,Seller,City,Region,Model_Series,Model_Type
15,15 pro,325000,128,100,Б/у,Бизнес,Алматы,Алматинская область,15,pro
14,14 pro,340000,128,88,Б/у,Бизнес,Алматы,Алматинская область,14,pro
12,12 mini,120000,128,84,Б/у,Бизнес,Караганда,Карагандинская область,12,mini
14,14 pro,370000,512,87,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,14,pro
14,14 pro,320000,128,88,Б/у,Частное лицо,Кызылорда,Кызылординская область,14,pro
15,15 pro,450000,256,99,Б/у,Бизнес,Астана,Акмолинская область,15,pro
13,13 mini,170000,128,78,Б/у,Частное лицо,Астана,Акмолинская область,13,mini
13,13 pro max,320000,256,87,Б/у,Частное лицо,Жанатурмыс,Алматинская область,13,pro max
13,13 pro,300000,128,92,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,pro
13,13 pro,260000,128,84,Б/у,Бизнес,Семей,Восточно-Казахстанская область,13,pro
13,13,220000,256,80,Б/у,Частное лицо,Акбулак,Карагандинская область,13,
15,15 pro,670000,512,94,Новый,Частное лицо,Караганда,Карагандинская область,15,pro
16,16 pro max,695000,256,99,Новый,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,16,pro max
14,14 pro,525000,128,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro
13,13 pro,550000,256,99,Б/у,Частное лицо,Павлодар,Павлодарская область,13,pro
13,13,175000,128,85,Б/у,Бизнес,Астана,Акмолинская область,13,
13,13 pro,340000,128,88,Б/у,Бизнес,Уральск,Западно-Казахстанская область,13,pro
14,14,229900,256,85,Б/у,Бизнес,Астана,Акмолинская область,14,
14,14 pro max,330000,256,88,Б/у,Частное лицо,Зыряновск,Восточно-Казахстанская область,14,pro max
15,15 pro,410000,256,94,Новый,Частное лицо,Алматы,Алматинская область,15,pro
15,15,470000,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,
15,15 pro max,480000,256,99,Б/у,Бизнес,Астана,Акмолинская область,15,pro max
13,13 pro max,435000,256,86,Б/у,Частное лицо,Актау,Мангистауская область,13,pro max
13,13,200000,128,90,Б/у,Частное лицо,Астана,Акмолинская область,13,
12,12 pro max,140000,128,84,Б/у,Бизнес,Актау,Мангистауская область,12,pro max
13,13 pro,200000,128,91,Б/у,Частное лицо,Ушарал,Алматинская область,13,pro
13,13,180000,128,88,Б/у,Бизнес,Уральск,Западно-Казахстанская область,13,
12,12,140000,64,84,Б/у,Частное лицо,Атырау,Атырауская область,12,
15,15 pro,300000,256,89,Б/у,Частное лицо,Актобе,Актюбинская область,15,pro
13,13 pro,240000,128,88,Б/у,Бизнес,Астана,Акмолинская область,13,pro
14,14 pro max,380000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
14,14 pro max,390000,128,87,Б/у,Частное лицо,Нуркен,Карагандинская область,14,pro max
16,16,405000,128,99,Новый,Бизнес,Актау,Мангистауская область,16,
12,12 pro,180000,256,79,Б/у,Бизнес,Тараз,Жамбылская область,12,pro
15,15 pro max,519000,256,94,Новый,Частное лицо,Балыкши,Атырауская область,15,pro max
14,14 pro max,320000,256,85,Б/у,Бизнес,Атырау,Атырауская область,14,pro max
14,14 pro max,550000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
15,15 pro,430000,256,94,Б/у,Бизнес,Талас,Жамбылская область,15,pro
13,13 pro,300000,256,88,Б/у,Частное лицо,Караганда,Карагандинская область,13,pro
13,13,215000,256,88,Б/у,Частное лицо,Павлодар,Павлодарская область,13,
13,13,300000,128,90,Б/у,Частное лицо,Астана,Акмолинская область,13,
12,12,190000,128,84,Новый,Частное лицо,Алматы,Алматинская область,12,
12,12,150000,128,80,Б/у,Частное лицо,Алматы,Алматинская область,12,
14,14 pro max,500000,256,91,Б/у,Частное лицо,,,14,pro max
15,15 pro,129850,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
12,12 pro max,190000,128,84,Б/у,Частное лицо,Валиханово,Акмолинская область,12,pro max
13,13 pro,230000,128,76,Б/у,Бизнес,Актау,Мангистауская область,13,pro
13,13 pro,290000,128,86,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
13,13,240000,256,100,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12 mini,180000,128,85,Новый,Частное лицо,Жанаозен,Мангистауская область,12,mini
12,12 pro max,420000,128,76,Б/у,Частное лицо,Темиртау,Карагандинская область,12,pro max
12,12 pro,160000,256,84,Б/у,Частное лицо,Сауран,Туркестанская область,12,pro
14,14,250000,128,88,Б/у,Частное лицо,им.И.Жакаева,Кызылординская область,14,
15,15 pro,485000,128,94,Новый,Частное лицо,Алматы,Алматинская область,15,pro
16,16,390000,128,99,Новый,Бизнес,Алматы,Алматинская область,16,
14,14,230000,128,88,Б/у,Бизнес,Алматы,Алматинская область,14,
12,12 pro max,220000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
12,12,260000,64,85,Б/у,Частное лицо,Шымкент,Туркестанская область,12,
14,14,200000,256,87,Б/у,Бизнес,Астана,Акмолинская область,14,
15,15,259000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,
13,13 pro,340000,128,88,Б/у,Частное лицо,Караганда,Карагандинская область,13,pro
13,13,215000,128,100,Б/у,Бизнес,Алматы,Алматинская область,13,
14,14 pro max,320000,256,88,Б/у,Бизнес,Атырау,Атырауская область,14,pro max
15,15,185000,128,94,Б/у,Частное лицо,Алматы,Алматинская область,15,
14,14 pro max,400000,512,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
14,14 pro,310000,128,88,Б/у,Бизнес,Атырау,Атырауская область,14,pro
14,14 pro max,350000,256,89,Б/у,Частное лицо,Акбулак,Карагандинская область,14,pro max
15,15 pro,470000,128,94,Новый,Частное лицо,Жарсуат,Акмолинская область,15,pro
14,14,235000,128,93,Б/у,Бизнес,Нуркен,Карагандинская область,14,
12,12 pro max,200000,128,84,Б/у,Частное лицо,Касыма Кайсенова,Восточно-Казахстанская область,12,pro max
12,12 pro max,210000,128,86,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
